X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21
4.381066495103319,2279.829032071103,2366.1687251327203,0.2697574556423919,2710.873166426689,2535.007075334907,2.4435379986580084,-4.060947970379492,-0.9403792645102664,5798.873988248252,0.26243142457877755,2.0016338030575382,488.0246823429501,-0.09580304745117613,-1.3763378866621676,-0.14009935844853602,775.0211602681111,1.0632514391302053,1202.2362002824857,-1.463200385535956,0.813508924858311,1.823431239787045
-0.1048498761259758,2096.712307090359,3206.732997586571,-1.2721832854427386,2148.0291050736587,4487.867604743074,-2.638482839509326,-1.5803264988433647,-1.0676931921324235,6139.805848114112,2.6705522199080383,-1.570165786172643,470.6468603213426,-1.896731945697906,2.6495248590500076,-3.249078908836444,1936.4575688567625,2.2120654778338844,5787.938245102506,1.1084073309352231,-1.33758991541808,-1.9923372178036083
-0.6408549820552562,1363.1638093266504,6944.3317842723045,-1.3727477759898634,5040.479262808114,2980.0251767051523,-1.1780705144987291,-1.972738299731752,3.634858561851805,2320.5987374665083,2.900244326496172,0.7671030667076152,401.01363451986265,0.8127997049852608,0.22944305790963235,1.4194453662061386,3423.6002403180337,3.560752227531954,4477.2738706892305,-0.012495881065164702,1.752075910577682,2.285390115343689
3.3335346406393147,1776.0582003609636,2057.461041949685,0.5370753217706496,1883.5847106187398,2476.7296037751485,2.1990597911648035,-2.5083021057939745,-1.2539688833137037,5801.330256089521,-0.5231633916527105,1.4495605881917624,476.75225443311626,-0.07168609654064498,-1.2491761564081945,-0.11000789948204749,1512.3832644840982,-0.01872825792004394,2869.859938119334,-0.3881423626399512,0.38623755047753855,1.0813126835580913
1.3552943060856144,1722.4235697628558,5181.18322985337,-0.7253898727161594,4163.599158092502,2784.103036977601,0.28053619506610317,-2.822863223485396,1.8857313369020965,3649.6310454932063,1.8653148050177843,1.2937307753150395,434.72497452892304,0.48808621592215734,-0.44101614281627605,0.8624576288514558,2384.8389597137125,2.599497969339254,3142.9445368614356,-0.9752424480775373,1.425339282927577,2.166843766434065
3.2355730318266214,1323.8204869703404,2149.414127195143,1.0002983560929024,1710.3782193440654,1898.2331796655226,3.0826013569985964,-1.7878511181384158,-0.8736471079596554,5255.556894906039,-1.5225875208407562,1.9434329896330467,462.14592640422813,0.6074546658494907,-2.1621139008214194,1.052311918132979,2071.3576537866993,-0.8851697592533982,3194.9016435801186,-1.5873871662408108,0.8252339075912763,1.7185091932428849
3.537796267389465,1940.1773599824974,1974.1530244034377,0.43849250939425216,1947.3683797190477,2607.8527525369386,2.082127709658241,-2.8431606392382593,-1.4040273322848016,5994.550518368426,-0.2761085038986859,1.4031921590905851,482.7364674428467,-0.2492392469449762,-1.0774014783687538,-0.41305208814575634,1271.2771814726186,0.22428582673764208,2595.1378562000755,0.9547311533119781,0.3010590724193326,0.9848095250968406
3.48662806831904,1246.8236380092535,1885.34851353153,1.2296560877217055,1499.2614269329256,1717.6590435554997,3.528477768155262,-1.6822075914883658,-1.0620245161285076,5324.743392116899,-1.968074330389596,2.1326595933364207,463.30464230931193,0.7308449265704283,-2.4960012023435483,1.2628960430978553,2077.284764699366,-1.2956248568995525,3127.646155970844,0.2099392058179351,0.8709779837338086,1.8363945218902469
-0.012542197460138868,1719.407100100786,3210.707567958082,-0.8097421385147886,1985.089090370255,3928.472169568302,-1.6941431632281416,-1.0444375319443,-0.7875869495096329,5697.4463149580715,1.7077114286024617,-1.0322618898233749,459.43695379021295,-1.2697917600196846,1.731194428965385,-2.175443904569783,2360.3324917810587,1.3996698512389716,5910.771151301076,-1.146771721002018,-0.9103843317822768,-1.3433732566461136
2.9018412734979573,1533.8007837733733,2486.4699795667657,0.5753578671734462,2033.0365874864347,2286.6228978548897,2.2516085448096548,-2.090102058822761,-0.7109010386651817,5293.28579142478,-0.6761000355019491,1.55652915775879,463.97437589422873,0.2727929405593751,-1.4793352349524211,0.48023605831511307,1935.8794867504441,-0.12271764660160604,3227.9753015095,-0.07561416438017379,0.6504453725234911,1.3925698944997582
4.064929193281755,1463.5283637620732,2167.287493767559,1.1298332675251612,2026.5693667403693,1642.983463067176,3.8137701336630903,-2.498410748720569,-0.7180125391657359,5161.689139489786,-1.6320472722327046,2.569261792310373,466.2829822929634,0.8673615635392489,-2.741120497562728,1.5037591115730362,1757.7590034204402,-0.7447540724681406,2173.987242006359,0.45267899170566245,1.2476312524037514,2.4482283108831404
4.3634360908983645,837.5535425665735,2289.8634873764768,1.925100634755773,1902.2653575679342,612.8981721487971,5.578081917338565,-1.7514745272290515,-0.07804716428285342,4288.936172138228,-3.256279096283581,3.6599911792098894,446.24271129144665,2.047452594633936,-4.461413063583933,3.5267496085177603,2450.674769843091,-2.0354563711182485,2142.6282934105375,1.7068805193691612,2.136584706441103,3.8031367151834345
4.022982650858082,944.7595955448089,2564.272739485759,1.6276501990168137,2113.5455439534926,879.4912252787167,4.955686967278366,-1.8575901774182053,0.07786437691458255,4269.050868359684,-2.683724693303887,3.355938681350095,445.82316419556366,1.833471495194377,-3.9713782987694426,3.16053751480486,2427.46553926583,-1.5353968868637902,2284.816491269713,-0.17154101618056564,2.010642797371424,3.5539170451570175
0.13078938775856438,1950.3912351647712,2055.9772465534243,-0.791498650166444,1087.5415464220405,4412.016560776363,-2.182700570111236,-0.9170711340638275,-2.249431653226171,6888.379888133819,1.6595396310996238,-1.7805496188300034,481.0731811844511,-2.1259534683919443,2.511847130403899,-3.650562240308219,1899.9083247700821,0.9966960080952129,6337.9042496684915,0.8893145766629352,-1.8837399090271676,-2.6957508712042753
3.1277513144813622,1039.9782983661114,1604.6683803914962,1.395382367707546,1038.6451977924978,1688.9430794021798,3.4956678799732432,-1.009781305573998,-1.3509408506951557,5436.2198201717165,-2.400299991714061,1.8920372971781623,460.66177762293495,0.7025218820279432,-2.461636874933384,1.2089150057550386,2344.979183213464,-1.8691632163949121,3829.7835949446485,0.7073696738466617,0.6296705641098654,1.453115247024351
-0.06771025185565417,2437.537262015932,2356.4619399626636,-1.477773867711159,1555.1646548228919,5110.808414686732,-3.4585668846600583,-1.7144447637923028,-2.2760626118627756,7222.8334663226915,3.0862640514371273,-2.388754268263056,491.6210921486915,-2.824825695906167,3.6673701624381785,-4.845197778594049,1410.7845120573947,2.2897092711704623,6075.438067885812,-0.07652653454571408,-2.263783382858599,-3.3092901118048497
1.6420577318278113,848.0115353066701,2447.619818508388,0.9214982489921473,1301.0308496350149,2037.279837895363,2.179286603498864,-0.26244327736263473,-0.6469829870742415,4927.150286849912,-1.662275552411292,1.162930338874859,443.80200108974026,0.5917403457837913,-1.623911594789309,1.0157980271101184,2963.2698032378166,-1.3446822476555227,5072.651097395197,0.2307407953573386,0.4568289827960657,0.9541627880587659
5.028518462651314,1507.980670399337,1891.137759036765,1.4743557635843947,2062.766869019391,1250.9168964302899,4.880896123095034,-2.991850612070932,-0.8056520623898678,5175.026166194263,-2.1807020963976753,3.2800070125706733,471.3886357760733,1.197984349880876,-3.559144700350335,2.0744458089870084,1488.6965255568384,-1.05204919038203,1246.0330017062424,0.3133907201604735,1.634832757921796,3.1630196441235032
4.172509964959061,1416.2896090536456,1922.2368221026059,1.270798897458159,1808.3903007209294,1574.6544900194049,4.017806810693313,-2.3653651014192136,-0.943260904518462,5287.447719687554,-1.9178528087332847,2.597746778648949,468.0421118736672,0.8750419979433408,-2.8659715107912893,1.5153890662009397,1758.1468503909,-1.049138417999494,2236.800264502235,0.5574817819109767,1.1844847235376916,2.384762544270096
2.807677328090837,1923.2334333901433,3880.006761887199,-0.18155229977231763,3478.018083498707,2563.6599768444585,1.4723044471023723,-3.337325053784446,0.6318582432200656,4565.79508770133,0.9571687635331302,1.7392906829795465,457.6912939301739,0.33460992869756323,-1.0535775187717478,0.5986862893880527,1697.143473816808,1.7585001831131544,2220.288053451948,-1.4489545249221718,1.23261301000476,2.149150033609227
