A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,U,V,X,G1,H1,label
-1.227811913393777,-1.4054228693317834,1.5558492528460468,1.0381095210823554,0.23723279277234555,-0.47127724685396544,1.3991779403341347,-0.2857206368425334,0.1717593233760711,-1.0266332576609292,0.7200099766112465,1.8401876535363588,0.5078480680172348,0.3871529792505272,1.5527723880431792,-0.4889628265719356,2.19781142430759,-0.17339768136706393,0.9837441580763286,-1.1596191890868597,-0.21298613339680286,-0.42733998206794155,0
-0.1069120588274134,-0.6134760215619365,-0.4255869458992952,-0.5978041648291491,-1.2596324925618743,-1.7154086195599059,0.41686200232364656,-1.2479954557053197,2.172235701553968,0.08516146489470663,-0.6570677739097778,-0.20096054439143243,0.14629043908376327,0.592102931892915,-0.5132066282442838,-1.2508137544003364,-0.38259526805905486,-0.5179067351261814,-1.1591387824062573,-1.4509147201206622,0.1847486430817306,-0.9543746683679034,0
0.825276017524787,-0.02397636980247321,-0.21667066581740935,1.0794291442275612,-0.607736755279274,-0.21188490325986714,-0.20943862546098227,-0.5711116947870996,1.8840594467589307,-0.084352802419671,1.0812162127551195,0.4648746528150673,-1.5638956016259242,-0.10087589734503336,-1.1615276095815594,0.7542122251283876,1.4594788792184847,0.5766297055922615,-0.833453305299048,-2.3222293447686133,0.22726368485928272,-1.7717135101058181,0
-0.4357929528681596,0.15117006314936454,0.46871122716826086,0.8312465434022095,0.8216823852410694,0.9330396365226199,-0.19791173151304442,-0.4534895279068437,-2.0957674292586157,-0.4171518426903223,1.025850332444102,0.8324030626435506,1.3810270885266172,-0.2695039525075066,-0.6860231750918124,-0.6978621710117989,0.03914480197567423,-0.6945458706665859,1.5546850101642908,-0.3253335229827173,-0.16222908805169853,-1.1779977253542544,1
0.12293274282478374,-0.8337275006360741,-0.7099654853087246,-0.06509743479926915,0.9215328643232266,1.0696993134712143,-1.2329238015147161,0.9777086133580247,-0.2872774000423121,0.5700665010113505,0.1251297764079835,-1.305300085383328,-0.8694667744769717,-0.316866580873857,-0.3734983946600508,0.4394758067562466,0.4437875720638492,0.855569774575116,-0.5241499360285558,0.32933506527719514,-0.17672147793456763,-1.213471869551005,1
0.16144361569630297,-0.4138756376973005,0.08327902778798846,1.824144237556117,-1.2425268533402412,-1.5283702114199111,-0.8721470810881721,-0.7516117502814227,0.015380779881839828,0.378272528954906,0.32623457563548036,1.3948699927589086,-1.0675087590061019,0.48126939158901605,-1.8163589833756464,0.8408626593056854,-1.4688465865342863,-0.06269625525712524,-2.2882807888420933,-0.0950968944957219,0.21897136520453855,1.5077631451812505,0
0.002359725309321343,0.5688632470488834,-0.8590760731974567,0.46112228282865925,-0.01826371454325615,-0.274900008343847,-0.6083446963334445,0.11359755839539637,-0.4191383784170176,0.48581555610563987,-0.6061741283492922,0.5201603145439948,1.6003817271418703,0.1655445512285129,0.30555750644504387,0.951809841175942,-1.4470730328628925,-0.19212703284888685,-4.021984404147071,0.210549202560745,-0.05340855790031643,-0.2743949548665364,1
-1.3606412375489951,0.24574310263706436,-2.0975604539604458,-0.10326331937112619,1.1295196372218501,1.4663793558454947,0.5598942250518231,-0.5292872221210649,-1.5037833226121586,-0.7630116015316067,-0.6891707750717856,-0.03867072629417954,0.3310425203984426,-0.4858448951580414,1.524359248317045,-0.30807018424110405,0.3574005794208108,-0.196559732923917,-0.7562092104363671,-0.20418092995420414,-0.1817800043492547,-0.5554626360565471,1
0.036690722244862396,1.2348781213468736,0.5056662066623541,2.5694570588003063,0.514586335922807,-0.6001016867617643,-0.33250063089942694,0.3306032426097728,0.9242360778294915,-0.3579562227005436,-0.005567946394222728,0.24336557803613507,-0.2742739250537785,0.5747657084497115,0.42083059198888345,0.33982798151450955,0.49041704535255404,0.5354384814498436,0.21147756587452254,-1.2696165636335415,-0.36729287893514706,1.4288012486400892,0
-0.9945630010238917,0.16239729144203988,-0.18656975426635983,-1.29529023383553,-0.2673567828891509,0.6057705062415693,2.034935162454971,-0.3734636195204743,-1.119709354649411,-0.023352529024728376,-0.04709737591525283,-0.5140223138158054,1.3046580993040742,-0.48317690985441697,0.21255902945471755,1.6231899282699223,0.501265570274446,-0.15545965848005736,-0.2535835991120714,0.8357831166079902,0.25677708777995384,0.8250651562381701,0
