x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,accident_rate
-3.587315272771306,2.827564890614849,0.613147002943065,1.7856016942636423,0.8668317894682774,-4.087613507741129,1.7604453997880953,-4.932391104672089,-1.5009480444060324,0.2658949974136685,-0.4059894920906399,-3.58594836543011,2.410028346674125,-0.33305957307090783,5.315676688646443,-1.6206643116838344,0,1991.0,2014.0,1
0.1266950570169601,-1.6581632490156382,-0.6135147043798346,-3.609444209255297,3.0800562529633297,6.00716707345649,2.7287936417029988,-3.3357101600598194,0.138232370558903,-0.6597496066136349,-0.19616243972521513,1.3974843344698804,-1.3643806182119067,0.7845310313522288,0.06152070769033057,3.549117328724388,0,1992.0,2013.0,1
-0.11496995955189016,-0.08781236052154553,-1.6313023858621973,0.6135796672181183,-0.18274278975879402,2.2153630783914187,-1.2020200423984504,1.3863608310477686,-1.0071518191584914,-1.1257602880991247,-0.1357542032782197,0.3385452875515559,-1.187648656941676,-0.10998883754177494,-1.606806887435662,1.2589991999280452,0,1992.0,2014.0,1
-0.9391791604087659,-0.10740315365870029,-0.15289849996987578,-1.264668632556679,-1.7525165921008798,2.533740303572887,-1.008048125668194,1.5574299584550566,1.6510348261845795,1.1371699224280303,-2.2103034402820767,-0.36551013966836043,-0.042813999954086995,-0.44819924941616407,1.5401486704709875,3.6805181872358097,0,1990.0,2017.0,1
-0.2215953361613821,4.55088581628952,-3.521694106782798,2.100491453477809,-0.1861646050198322,-1.3460793973109189,3.5080673678596095,-0.42876879078698626,3.887678114405854,-0.9248924873377331,0.654730358837963,-0.1341213544576215,1.5013771304137888,3.5081049432486666,-1.1280514653296996,-0.14021042106918127,1,2005.0,2013.0,1
5.192882539434817,-2.5282223003998143,0.616068254988493,3.0552888476141034,-3.744772967730582,0.2986792578405823,-2.318325498878713,0.4828193319378047,-5.10378345448219,1.7657894366282954,0.4721875860966778,-0.14632790848348481,-2.213874157521653,1.9066333072582036,0.6058920210754041,-0.009150701683920986,1,1985.0,2013.0,1
-2.9961746491174743,2.0414848593945467,-1.9556423234467109,2.2692747571268397,0.5769086354412267,-1.0461764384378225,-3.582255314652763,-0.4833825680840014,-2.165793267899644,0.5951047829807509,0.453814393099755,-2.700279196929379,0.01302296199894834,-0.5366504689987303,1.1591794932011341,-1.2819578634214626,1,1985.0,2014.0,1
2.154766539772434,-0.8052526246735419,2.0325801572490865,-1.8767810702913896,0.34053071735931706,0.7130133545039892,-2.473429326007792,1.0868761938987934,-1.744604661652821,0.034193947041274764,0.18876816782060132,1.2078301997623109,0.11443725639721682,0.24203615242851503,-3.672723997217361,0.815971267457813,1,2005.0,2014.0,1
2.675360018144968,-3.3388114956524597,-1.572088831315793,0.9391647447173564,-0.4227980421001146,-1.2912306446588449,0.2245234307221423,5.079127377776195,2.2659464253146453,0.7017079982892259,-0.5714650828235692,3.3639064829059873,2.832397158177707,0.8915116348279177,1.0978739438615501,-3.621144951782627,1,2005.0,2017.0,1
-1.1875806263260498,-3.8981381800341293,0.25920598907806003,-2.937614429395327,0.6066865550917064,3.9279383342607024,2.0001073779553797,3.348397456452866,3.722873142186061,1.5246515609225473,0.08880970426931581,-0.3503325505613917,-3.125497679812271,-2.712688135743404,-3.3942240491885634,-0.9524188658646239,2,2005.0,2014.0,1
-1.9393242040138277,2.2261180897331947,1.452925411135055,-2.101469778969782,-0.5747620912956671,-1.8763432720710729,-1.416827377834227,1.0881580779268607,-0.9039667533456498,0.2130110983179187,-0.3168488460461533,-4.508090871937513,1.7569788036088405,-1.9764876981359318,0.34073287728587187,-2.1157212255741107,2,2005.0,2015.0,1
0.7644828753812672,1.3743778847823185,-1.2065986557056707,3.289276269503519,2.983657692272717,-2.07964399914807,2.420758075780765,-11.788563412191415,-0.32004674965059565,-1.8783331165358828,1.3534400049009376,1.7891537182083712,-2.9331603280762453,5.668926659220721,4.656080661203285,0.666325039563122,2,1988.0,2015.0,1
-2.729483586902889,-0.014415664636059478,2.579540709786348,-2.2779382224667315,-2.386812303107129,-6.231240538442057,-0.4944909862920426,-0.1471960597541579,1.0102484108494987,0.13092590601774698,-0.06685767757790174,1.2187744081846095,0.6668894479399528,2.82607697942237,-1.1712923604283862,1.9545034968933437,2,1988.0,2016.0,1
2.8007125940213977,3.7854520553130655,2.5826125100586577,0.9199284260515961,2.5947824478180026,-6.4328146578854986,-2.5268060211183934,-4.764349534849439,-1.2107424524985841,-0.8481081949640169,1.225766862214912,2.4529223427713056,-0.47462904735303457,-1.780231906008327,0.9643118415269488,-4.465202640976291,2,1989.0,2014.0,1
-0.6730354014336248,1.8254088775679973,1.8335029359383783,-1.7420625535297716,0.23968175538082828,-2.109672516129609,-1.6582996337838702,-4.4080185186092695,2.010031872717745,0.4161199471285308,-1.601390739581036,-1.0890890881611572,-0.17330648328795423,1.8912409698325878,2.9233670557324394,1.0747481534342354,2,1989.0,2015.0,1
-1.177285876073209,-0.7449111803065389,-0.700728265215481,-1.4435396727904393,-2.5011315662342306,-2.318352612748806,2.890704068741909,0.9145152595713689,-1.5508822376579325,1.4301192984811983,-0.33913497220739997,2.2088670827398604,0.011041515168346741,1.7268365614307821,0.3113369636100464,2.4199486372018164,2,2009.0,2016.0,1
2.3129807475111406,1.869796297333049,4.976436036327803,0.7527414627686607,-0.3700148474673862,-8.552480823265245,-1.9022119692431119,-5.143428166290072,-2.4715103246562173,0.28383079827075997,0.2800721817700421,3.74603683418634,-2.4767074597091994,-0.9966559743560194,0.1756050039761117,-1.513744778977423,2,2000.0,2016.0,1
-3.4409483673925814,1.7783070176423528,0.40163368955258916,2.4633018645507283,-3.57540289858552,-7.784567487741856,1.3158571944745,-0.6791862599262832,4.195982316299018,2.3921874700657546,-0.004826179132494399,0.12805973957443564,1.4335416075368006,4.155720859297029,1.5127430997798454,0.9770303573471705,2,2000.0,2017.0,1
1.279612821369331,0.32731581427611506,-1.1762000908125836,-1.5583249423164205,0.369721879374901,0.6238646002888595,-3.538494180216216,2.0161018893540805,-0.7978303205674963,-0.047797624082036264,-1.8432511324421048,0.7378750221173497,1.1365920552208681,-2.1035718921809843,3.6870951192421684,-1.467676251369251,2,2000.0,2014.0,1
-2.980318033141013,3.8989075735745824,2.4883023881582043,0.3114407973602421,-0.6694482130235909,-8.762075667167359,1.255676644955626,-6.694843707141177,-1.7429855743311642,0.7053048232722829,0.08067593216751423,-2.795014287815023,-0.11081969414083753,2.5696469539462456,1.6726875691858394,-1.6480498680152331,2,1995.0,2016.0,1
