Date & Time,qo_lc[m3/d],qw_lc[m3/d],qg_lc[m3/d],qo_sc[Sm3/d],qw_sc[Sm3/d],qg_sc[Sm3/d],qo_scnp[Sm3/d],qw_scnp[Sm3/d],qg_scnp[Sm3/d],Fo_lc[%],Fw_lc[%],Fg_lc[%],WLR[%],GVF[%],GLR[m3/m3],BSW[%],GOR[Sm3/Sm3],GOR1[Sm3/Sm3],mo_lc[kg/d],mw_lc[kg/d],mg_lc[kg/d],m_lc[kg/d],mo_sc[kg/d],mw_sc[kg/d],mg_sc[kg/d],Mu_o_lc[cP],Mu_l_lc[cP],Do_lc[g/cm3],Dw_lc[g/cm3],Dg_lc[g/cm3],Dm_lc[g/cm3],Dl_lc[g/cm3],Dms_lc[g/cm3],bo[Sm3/m3],bw[Sm3/m3],bg[Sm3/m3],Z,Rst[Sm3/Sm3],Rwst[Sm3/Sm3],rgmp[Sm3/Sm3],N32[cps],N81[cps],N356[cps],NTotal[cps],DeadTime[s],SampleTime[s],DPV[mbar],PL[bara],TL[DegC],TAMB[DegC],PIN[bara],POUT[bara],TOUT[DegC],Dyn_DP[mbar],OperatingPointLE[1/m],OperatingPointHE[1/m],OilPointLE[1/m],OilPointHE[1/m],WaterPointLE[1/m],WaterPointHE[1/m],GasPointLE[1/m],GasPointHE[1/m]
3/27/2018 0:05,335.07,5.7946,14387,246.36,5.7752,811000.0,246.36,5.7752,783000.0,2.747,0.047506,97.206,1.7,97.676,43.198,2.2906,3368.6,3254.2,238000.0,5769.4,620000.0,860000.0,195000.0,5780.3,652000.0,0.4302,0.44558000000000003,0.70562,0.99565,0.043106,0.061757000000000006,0.71055,0.063071,0.73525,0.99665,54.443000000000005,0.84746,114.32,1.5066,0,17881,8675.6,12030,43936,0.025588999999999997,1,1860.0,48.423,25.913,17.726,50.416000000000004,46.398999999999994,25.592,1860.2,1.6023,1.0714,17.776,12.054,34.564,16.819000000000003,1.1113,0.77893
3/27/2018 0:06,340.51,5.8887,14304,250.38,5.869,807000.0,250.38,5.869,778000.0,2.7575,0.047688999999999995,97.195,1.7,97.634,41.434,2.2903,3233.5,3119.2,242000.0,5863.1,616000.0,863000.0,198000.0,5874.2,648000.0,0.43022,0.44561000000000006,0.7056399999999999,0.99565,0.043082999999999996,0.06180700000000001,0.71057,0.063118,0.73533,0.99665,54.413999999999994,0.84751,114.29,1.5061,0,17894,8673.3,12005,43931,0.025583,1,1855.7,48.405,25.928,17.722,50.371,46.411,25.604,1853.0,1.5779,1.0918,17.775,12.052999999999999,34.564,16.819000000000003,1.1116,0.77913
3/27/2018 0:07,349.76,6.0488,14234,257.17,6.0285,804000.0,257.17,6.0285,775000.0,2.8469,0.049235,97.104,1.7,97.54299999999999,41.838,2.2905,3266.5,3152.2,248000.0,6022.4,613000.0,870000.0,203000.0,6033.8,646000.0,0.43004,0.44542,0.7056,0.99564,0.043102,0.062433,0.71053,0.063733,0.73524,0.99664,54.43899999999999,0.8475,114.32,1.5066,0,17907,8668.3,12014,43938,0.02557,1,1852.1,48.43,25.95,17.714000000000002,50.446000000000005,46.412,25.622,1851.5,1.5608,1.0957,17.775,12.052999999999999,34.563,16.819000000000003,1.1114,0.77898
3/27/2018 0:08,314.72,5.4427,14518,231.38,5.4244,817000.0,231.38,5.4244,790000.0,2.4735,0.042778,97.484,1.7,97.837,46.181000000000004,2.2907,3593.6,3479.2,223000.0,5419.0,626000.0,853000.0,183000.0,5429.2,656000.0,0.42995,0.44532,0.70558,0.99564,0.043105000000000004,0.059899,0.7105100000000001,0.061252999999999995,0.73521,0.99664,54.442,0.84751,114.33,1.5068,0,17859,8687.5,12029,43944,0.025582,1,1853.4,48.437,25.968000000000004,17.718,50.403999999999996,46.413000000000004,25.643,1852.2,1.5829,1.0871,17.774,12.052999999999999,34.563,16.819000000000003,1.1119,0.77936
3/27/2018 0:09,347.09,6.0026,14237,255.22,5.9824,804000.0,255.22,5.9824,775000.0,2.8217,0.048798,97.13,1.7,97.565,42.125,2.2903,3284.4,3170.1,246000.0,5976.4,613000.0,859000.0,202000.0,5987.7,645000.0,0.42996999999999996,0.44533999999999996,0.7056100000000001,0.9956299999999999,0.043073,0.062230999999999995,0.71054,0.063533,0.73531,0.9966299999999999,54.402,0.8475799999999999,114.27,1.5062,0,17876,8668.7,12036,43943,0.025580000000000002,1,1848.7,48.409,25.991999999999997,17.711,50.437,46.413000000000004,25.669,1847.6,1.5952,1.0872,17.774,12.052999999999999,34.563,16.819000000000003,1.1118,0.77923
3/27/2018 0:10,329.58,5.6998,14412,242.32,5.6806,812000.0,242.32,5.6806,784000.0,2.5233,0.043637999999999996,97.43299999999999,1.7,97.719,43.99,2.2905,3426.9,3312.6,234000.0,5674.9,621000.0,868000.0,192000.0,5685.6,652000.0,0.42983000000000005,0.4452,0.70558,0.9956299999999999,0.043088,0.060221000000000004,0.7105100000000001,0.061568,0.73524,0.9966299999999999,54.42100000000001,0.84757,114.3,1.5066,0,17887,8686.1,12004,43938,0.025567,1,1858.0,48.428000000000004,26.008000000000003,17.717,50.424,46.415,25.680999999999997,1854.7,1.5829,1.0953,17.774,12.052999999999999,34.563,16.819000000000003,1.1113,0.7789
3/27/2018 0:11,339.99,5.8797,14295,249.92,5.8598,807000.0,249.92,5.8598,779000.0,2.8897,0.049975,97.06,1.7,97.62700000000001,42.379,2.291,3308.6,3194.2,241000.0,5854.0,616000.0,857000.0,198000.0,5865.0,648000.0,0.42957,0.44493,0.7055100000000001,0.9956200000000001,0.043121,0.062739,0.71044,0.064033,0.7350899999999999,0.9966200000000001,54.461999999999996,0.84754,114.36,1.5074,0,17863,8667.8,12013,43902,0.025529,1,1846.5,48.468,26.035,17.718,50.442,46.409,25.708000000000002,1848.7,1.5913,1.0899,17.773,12.052,34.563,16.819000000000003,1.1118,0.77925
3/27/2018 0:12,365.74,6.325,14098,268.88,6.3036,798000.0,268.88,6.3036,767000.0,2.9406,0.050855000000000004,97.009,1.7,97.425,38.162,2.2907,2988.5,2874.2,259000.0,6297.3,607000.0,873000.0,213000.0,6309.2,641000.0,0.42963,0.445,0.70554,0.9956200000000001,0.043094,0.063059,0.7104699999999999,0.06434400000000001,0.7351800000000001,0.9966200000000001,54.428999999999995,0.84759,114.31,1.5069,0,17865,8665.4,12000,43873,0.025503,1,1855.9,48.442,26.044,17.713,50.402,46.391999999999996,25.721,1853.4,1.6,1.1123,17.772000000000002,12.052,34.563,16.819000000000003,1.1119,0.77935
3/27/2018 0:13,318.32,5.505,14483,234.03,5.4864,815000.0,234.03,5.4864,788000.0,2.4842,0.042961,97.473,1.7,97.807,45.601000000000006,2.2906,3548.1,3433.8,226000.0,5480.9,624000.0,863000.0,185000.0,5491.2,654000.0,0.42968,0.44505,0.70555,0.9956200000000001,0.043089999999999996,0.059954999999999994,0.71048,0.06130599999999999,0.73521,0.9966200000000001,54.424,0.84759,114.3,1.5068,0,17882,8688.0,12037,43944,0.025544999999999998,1,1852.5,48.437,26.037,17.711,50.415,46.397,25.715999999999998,1850.4,1.5966,1.1037,17.773,12.052,34.562,16.819000000000003,1.1116,0.7791399999999999
3/27/2018 0:14,335.54,5.8028,14326,246.69,5.7832,808000.0,246.69,5.7832,780000.0,2.7577,0.047691000000000004,97.195,1.7,97.65700000000001,43.842,2.2906,3416.4,3302.1,238000.0,5777.4,617000.0,858000.0,195000.0,5788.3,649000.0,0.4297,0.44506999999999997,0.70555,0.9956200000000001,0.043093,0.061814999999999995,0.71048,0.063127,0.7352,0.9966200000000001,54.427,0.8475799999999999,114.31,1.5068,0,17878,8674.4,12014,43910,0.025557,1,1847.3,48.438,26.031,17.71,50.412,46.412,25.711,1845.9,1.5893,1.0813,17.773,12.052,34.563,16.819000000000003,1.1117,0.7791600000000001
