A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,U,V,X,G1,H1
-0.16161769427397077,0.8830510206137285,0.9640336996524681,-1.2732261049282654,0.7236202283569911,-0.5866676515827457,0.013484367770839696,0.2953551066447109,0.35351198981758847,-2.433722337251675,-1.1898417407081252,2.091618658879999,-0.26321564251134494,0.6467799663330913,1.6922079144279405,-0.03607679846795179,-0.9624935261680199,-0.868624284248208,-0.6213550122693519,0.14842690552652896,-0.45879617545969936,-1.5174808908697093
0.577234827515382,2.3440222915556,-0.10414995773434704,-1.154697129557644,-0.49431864197767045,1.4694967686054339,-1.8602775174961528,0.33967495309411355,-0.10794098631319995,2.2152053318070006,0.8461678831322416,-0.15372208025472822,-0.4443995023082172,-1.112744007371763,-2.2693389703408124,-0.4774317047733608,0.8131132838370938,0.4974903172588752,1.2951429849885918,0.0322360687088502,0.5531548707100463,1.0733387242379988
-0.6123067127320077,-1.0336952102558954,0.01835166457445662,-0.8987004130433066,0.10948309120289013,-1.1242675751702997,-1.3168602222803318,1.313304874176396,0.5841493035611716,0.18841358306000675,-0.6336706126750641,-0.18122497204369262,-0.07559173219959754,0.7479143207173756,2.155423930805935,-0.14569132399857745,0.4768353977974644,1.6377392070544106,0.30269392101721054,-0.5295727830115322,-0.30170420948072707,-0.3714148240406514
0.7706883532327181,-1.4173304501179158,1.1722540891553506,0.543535369510856,-0.3980780590719987,-0.08834773054601647,-0.6509846184450787,-1.0254884628673353,0.7986614105173196,-0.2409810432325176,-0.6642415810242543,-1.5124296350864168,2.16361685981855,-0.0977404081677634,0.9940340029312074,1.051048277911305,-0.7951234805436659,-1.0770421049959713,-2.1351739854465124,-1.3577206745769517,0.16017666062246666,1.447432421792683
1.6936293806715441,-0.503018554572479,1.2023256641590427,-1.2428773628129028,-1.168855837801599,-1.320004313682599,0.591973748759399,-1.9107516247538323,-0.7300966291008041,0.6814994825042144,-0.32898858036827544,-0.8325634015467929,1.669953950992621,0.3788165971992912,0.034763450623371585,0.7863715940313671,0.7943949048428437,0.686434165998812,-0.47551231516024905,-1.591761558969068,0.2324017264925503,-0.3397473728610306
2.4402129837561195,0.8146969478650724,0.7812851042641418,-1.591161132186942,0.7362245777986514,0.763727372837064,-0.9600381436373112,0.4355914644267429,0.6023115292661483,1.6258464738654916,-2.971700448065875,-0.929800090820953,2.341322155777274,-0.1961039847174332,1.5899715021864609,-0.8794372533484007,-1.7008302144381537,0.6806722762905809,0.8155732927083723,1.5872778744102227,-0.16156925723371887,0.15845763485676775
-0.23185449694107355,0.7502789649603921,-1.523121570930534,0.43773613361140795,0.2923227052813884,0.2537069727105787,0.8074657887182585,-0.3097826250517729,-0.9652868250306633,-1.0036055841073757,-1.1188871987261604,-0.9422281405548266,-0.9330293390476844,-0.04676729905506445,0.16531546030195815,0.10880821955960208,-1.256997515199778,-0.49209063508256534,-1.0301274328973697,-0.8136047262029205,-0.07526420647460899,1.0219938449633144
1.3097401065889056,1.5009961612467497,-1.367200246535761,-0.869201324489309,-0.4128536075498839,1.2339635888457883,1.1268140038840009,1.1037540704995703,-0.5902758920955787,-1.5893263638469721,0.2575775483064302,-1.3304036683593183,-1.5019076289750457,-0.9335315951792639,0.9660134030776135,0.685938907295275,0.0899713653906311,-1.2959582136815253,0.06774148992139375,0.8785497952502492,0.46348383678893135,-0.2525346831594402
-1.1235803335956813,-1.2311343832673263,1.040779756340344,-0.12357817769101306,-1.2699177226739682,1.5943923852793327,-0.7975460466383244,1.1545596680037329,0.4046466701051184,0.7285482476216755,-1.9165855833867356,-1.7309870588746974,-0.22493672684723948,-1.4896425779278435,-2.1584440781119527,-0.6583026140808975,0.10642907738471925,1.0779336724824213,0.8123608079364851,-0.8876498060383133,0.9318672490880434,-1.1816466100474758
0.09222301624273635,-1.4424961314025044,0.1835381446326754,0.6003047209672046,-1.4056307901332563,1.3694129465482643,-0.7269787072388509,-0.4849240007410726,-1.0773081620396114,-0.24701479350623917,-0.45778929845646016,-0.9305183919822619,-1.6318811112466354,-1.4006375209640438,-0.6976069715774817,-1.4684157956725339,1.215792403854225,-0.5361863014787098,1.4074745608167734,0.5454278411289569,0.9427630372705192,0.609680163263806
